,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
0,2.443560838699341,0.12965425848960876,0.0,0.0,2.3430399894714355,0.16249999403953552,0.0,0.0
1,2.3223202228546143,0.1668882966041565,0.0,0.0,2.3224599361419678,0.15416666865348816,0.0,0.0
2,2.279625177383423,0.18882979452610016,0.0,0.0,2.3205792903900146,0.1666666716337204,0.0,0.0
3,2.244631290435791,0.2114361673593521,0.6666666865348816,0.0013297871919348836,2.3093459606170654,0.1666666716337204,0.0,0.0
4,2.1904051303863525,0.21808511018753052,0.7142857313156128,0.0033244681544601917,2.3115811347961426,0.18541666865348816,0.0,0.0
5,2.148411750793457,0.2327127605676651,0.5862069129943848,0.01130319107323885,2.2895009517669678,0.1979166716337204,0.0,0.0
6,2.0862855911254883,0.2805851101875305,0.5952380895614624,0.01662234030663967,2.2794833183288574,0.1979166716337204,0.4166666567325592,0.010416666977107525
7,2.0519282817840576,0.27593085169792175,0.650602400302887,0.035904254764318466,2.3059425354003906,0.20208333432674408,0.6153846383094788,0.01666666753590107
8,1.985336422920227,0.30053192377090454,0.7058823704719543,0.04787234216928482,2.32503342628479,0.20624999701976776,0.6153846383094788,0.03333333507180214
9,1.9595139026641846,0.30784574151039124,0.6231883764266968,0.05718085169792175,2.330997943878174,0.20208333432674408,0.5862069129943848,0.03541666641831398
10,1.9147868156433105,0.3271276652812958,0.6887417435646057,0.06914893537759781,2.32537841796875,0.1875,0.3636363744735718,0.01666666753590107
11,1.8704756498336792,0.3430851101875305,0.7085714340209961,0.08244680613279343,2.3484952449798584,0.1875,0.5142857432365417,0.03750000149011612
