,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
0,2.4557950496673584,0.09507978707551956,0.0,0.0,2.3791825771331787,0.13958333432674408,0.0,0.0
1,2.3682899475097656,0.13829787075519562,0.0,0.0,2.3398427963256836,0.16249999403953552,0.0,0.0
2,2.338756561279297,0.1628989428281784,0.0,0.0,2.311856746673584,0.17916665971279144,0.0,0.0
3,2.302835464477539,0.17154255509376526,0.0,0.0,2.2650816440582275,0.21458333730697632,0.0,0.0
4,2.2840590476989746,0.1768617033958435,0.0,0.0,2.2740657329559326,0.20000000298023224,0.0,0.0
5,2.24870228767395,0.1948138326406479,0.0,0.0,2.2717440128326416,0.1979166716337204,0.0,0.0
6,2.237870216369629,0.19348403811454773,0.3333333432674408,0.0013297871919348836,2.2548482418060303,0.21458333730697632,0.0,0.0
7,2.2038087844848633,0.2047872394323349,0.800000011920929,0.002659574383869767,2.2663023471832275,0.20416666567325592,0.0,0.0
8,2.206077814102173,0.2114361673593521,0.375,0.0019946808461099863,2.255910634994507,0.20000000298023224,0.0,0.0
9,2.1640467643737793,0.22140957415103912,0.8461538553237915,0.007313829846680164,2.273860454559326,0.2083333283662796,0.0,0.0
10,2.1546897888183594,0.22805851697921753,0.6470588445663452,0.007313829846680164,2.2644526958465576,0.21041665971279144,0.0,0.0
11,2.1246466636657715,0.24601063132286072,0.6666666865348816,0.017287233844399452,2.273742198944092,0.18125000596046448,0.0,0.0
