,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
0,2.434941530227661,0.12187500298023224,0.0,0.0,2.3358170986175537,0.17578125,0.0,0.0
1,2.3318052291870117,0.17125000059604645,0.0,0.0,2.3195273876190186,0.189453125,0.0,0.0
2,2.2826344966888428,0.18687500059604645,1.0,0.0012499999720603228,2.28273868560791,0.228515625,0.0,0.0
3,2.235596179962158,0.22499999403953552,0.6153846383094788,0.004999999888241291,2.2808549404144287,0.212890625,0.20000000298023224,0.001953125
4,2.1940104961395264,0.2306250035762787,0.675000011920929,0.016875000670552254,2.244009017944336,0.224609375,0.5555555820465088,0.009765625
5,2.133115768432617,0.25,0.7346938848495483,0.02250000089406967,2.212780237197876,0.236328125,0.5555555820465088,0.009765625
6,2.0885510444641113,0.27687498927116394,0.6666666865348816,0.028750000521540642,2.216306447982788,0.23828125,0.6666666865348816,0.01953125
7,2.040998935699463,0.2943750023841858,0.6634615659713745,0.04312499985098839,2.2322587966918945,0.232421875,0.6111111044883728,0.021484375
8,1.9780508279800415,0.3050000071525574,0.6408450603485107,0.05687500163912773,2.233900785446167,0.21484375,0.5769230723381042,0.029296875
9,1.9406646490097046,0.3268750011920929,0.7088607549667358,0.07000000029802322,2.2469520568847656,0.25,0.6000000238418579,0.029296875
10,1.8872900009155273,0.34812501072883606,0.6982248425483704,0.07374999672174454,2.253465175628662,0.234375,0.59375,0.037109375
